CustomerKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;City;StateProvinceCode;StateProvinceName;CountryRegionCode;CountryRegionName;PostalCode;SalesTerritoryKey;Phone;DateFirstPurchase;CommuteDistance
14853;;Derrick;R;Diaz;FALSE;13/02/1948;M;M;derrick3@adventure-works.com;20000;2;1;High School;Skilled Manual;1;2;3985 Dolores Way;;Perth;SA;South Australia;AU;Australia;6006;9;1 (11) 500 555-0169;18/02/2008;5-10 Miles
14854;;Nancy;;Fernandez;FALSE;12/11/1948;S;F;nancy19@adventure-works.com;20000;2;1;Partial High School;Clerical;1;2;3857 Mt. Etna;;South Melbourne;VIC;Victoria;AU;Australia;3205;9;1 (11) 500 555-0115;30/01/2008;5-10 Miles
14855;;Deanna;L;Weber;FALSE;24/12/1948;S;F;deanna7@adventure-works.com;30000;3;0;Partial College;Clerical;1;2;4798 Macaroon Drive;;Brisbane;QLD;Queensland;AU;Australia;4000;9;1 (11) 500 555-0117;12/03/2007;5-10 Miles
14856;;Kari;;Carlson;FALSE;04/08/1977;S;F;kari39@adventure-works.com;40000;0;0;Partial High School;Clerical;1;2;7847 Delta Fair Blvd.;;Beaverton;OR;Oregon;US;United States;97005;1;161-555-0184;18/07/2008;5-10 Miles
14857;;Diane;E;Serrano;FALSE;27/01/1949;M;F;diane21@adventure-works.com;20000;2;1;Partial High School;Clerical;1;2;378 Milburn Dr;;Seaford;VIC;Victoria;AU;Australia;3198;9;1 (11) 500 555-0197;24/08/2007;1-2 Miles
14858;;Louis;;Zhu;FALSE;21/06/1951;M;M;louis8@adventure-works.com;30000;3;0;High School;Skilled Manual;0;2;4691 Frisbie Court;;Darlinghurst;NSW;New South Wales;AU;Australia;2010;9;1 (11) 500 555-0158;04/09/2007;1-2 Miles
14859;;Jarrod;M;Weber;FALSE;05/03/1952;M;M;jarrod4@adventure-works.com;30000;3;0;High School;Skilled Manual;0;2;4364 Chelsea;;Lavender Bay;NSW;New South Wales;AU;Australia;2060;9;1 (11) 500 555-0170;17/08/2007;1-2 Miles
14860;;Arturo;H;Chande;FALSE;17/06/1952;M;M;arturo40@adventure-works.com;40000;2;0;Partial College;Skilled Manual;0;2;7939 Bayview Court;;Findon;SA;South Australia;AU;Australia;5023;9;1 (11) 500 555-0148;20/10/2007;1-2 Miles
14861;;Misty;;Deng;FALSE;10/04/1971;S;F;misty2@adventure-works.com;40000;2;2;Partial College;Clerical;1;1;9437 Cambridge Dr.;;Billericay;ENG;England;GB;United Kingdom;CM11;10;1 (11) 500 555-0114;19/01/2006;0-1 Miles
14862;;Spencer;S;Jenkins;FALSE;21/08/1971;S;M;spencer8@adventure-works.com;40000;2;2;Partial College;Clerical;1;2;5341 Arnold Dr.;;Leeds;ENG;England;GB;United Kingdom;LE18;10;1 (11) 500 555-0118;28/02/2008;1-2 Miles
14863;;Dana;H;Carlson;FALSE;23/10/1971;S;F;dana11@adventure-works.com;40000;2;2;Partial College;Clerical;1;2;4749 Blackwood Drive;;Stoke-on-Trent;ENG;England;GB;United Kingdom;AS23;10;1 (11) 500 555-0148;16/09/2007;1-2 Miles
14864;;Desiree;V;Carlson;FALSE;25/06/1971;S;F;desiree14@adventure-works.com;40000;2;2;Partial College;Clerical;1;2;8548 Dewing Ave.;;Woolston;ENG;England;GB;United Kingdom;WA1 4SY;10;1 (11) 500 555-0161;10/04/2008;1-2 Miles
14865;;Austin;V;Coleman;FALSE;15/07/1970;S;M;austin1@adventure-works.com;40000;2;2;Partial College;Clerical;1;2;3563 Mulberry;;Stoke-on-Trent;ENG;England;GB;United Kingdom;AS23;10;1 (11) 500 555-0167;27/09/2007;1-2 Miles
14866;;Hailey;R;Peterson;FALSE;21/10/1970;S;F;hailey14@adventure-works.com;40000;2;2;Partial College;Clerical;1;2;Pflugstr 24;;Solingen;NW;Nordrhein-Westfalen;DE;Germany;42651;8;1 (11) 500 555-0123;11/08/2007;1-2 Miles
14867;;Lauren;C;Richardson;FALSE;08/07/1975;S;F;lauren10@adventure-works.com;40000;3;3;Partial College;Clerical;1;0;7185 St George Dr;;Oak Bay;BC;British Columbia;CA;Canada;V8P;6;482-555-0132;13/01/2008;1-2 Miles
14868;;Ariana;;Morgan;FALSE;20/08/1975;S;F;ariana20@adventure-works.com;40000;3;3;Partial College;Clerical;1;0;1172 Lunar Lane;;West Covina;CA;California;US;United States;91791;4;318-555-0120;01/04/2006;1-2 Miles
14869;;Jennifer;J;Bryant;FALSE;26/08/1975;S;F;jennifer91@adventure-works.com;40000;3;3;Partial College;Clerical;1;1;9027 Lancelot Dr;;W. Linn;OR;Oregon;US;United States;97068;1;150-555-0167;26/07/2008;0-1 Miles
14870;;Brandi;M;Ortega;FALSE;11/01/1974;S;F;brandi21@adventure-works.com;40000;3;3;Partial College;Clerical;1;2;4684 Ptarmigan Drive;;Bellflower;CA;California;US;United States;90706;4;157-555-0139;01/08/2007;0-1 Miles
14871;;Timothy;;Hill;FALSE;11/04/1974;S;M;timothy39@adventure-works.com;40000;3;3;Partial College;Clerical;1;2;4348 Donaleen Ct.;;Langley;BC;British Columbia;CA;Canada;V3A 4R2;6;904-555-0157;25/02/2008;1-2 Miles
14872;;Fernando;C;Clark;FALSE;27/02/1974;M;M;fernando17@adventure-works.com;30000;0;0;Graduate Degree;Skilled Manual;1;0;4782 Dewing Avenue;;Salem;OR;Oregon;US;United States;97301;1;780-555-0133;28/11/2007;0-1 Miles
14873;;Fernando;;Long;FALSE;10/02/1974;M;M;fernando52@adventure-works.com;30000;0;0;Graduate Degree;Skilled Manual;1;0;4683 Buchanan Pl.;;Lincoln Acres;CA;California;US;United States;91950;4;129-555-0146;15/03/2008;0-1 Miles
14874;;Nicole;L;Sanchez;FALSE;27/08/1975;S;F;nicole26@adventure-works.com;40000;3;3;Partial College;Clerical;1;2;1874 Royal Links Circle;;Cliffside;BC;British Columbia;CA;Canada;V8Y 1L1;6;954-555-0133;11/03/2008;1-2 Miles
14875;;Alyssa;I;Foster;FALSE;28/12/1975;S;F;alyssa61@adventure-works.com;40000;3;3;Partial College;Clerical;1;2;9659 Walnut Blvd;;Metchosin;BC;British Columbia;CA;Canada;V9;6;470-555-0136;20/03/2008;1-2 Miles
14876;;Nathan;;Anderson;FALSE;09/03/1931;M;M;nathan68@adventure-works.com;40000;1;0;Graduate Degree;Skilled Manual;1;1;1739 Breaker Dr.;;Burbank;CA;California;US;United States;91502;4;160-555-0110;13/11/2007;1-2 Miles
14877;;Steven;C;Brooks;FALSE;14/07/1966;S;M;steven11@adventure-works.com;60000;0;0;Graduate Degree;Skilled Manual;0;0;3585 Holly Oak Dr.;;Shawnee;BC;British Columbia;CA;Canada;V8Z 4N5;6;178-555-0184;10/03/2008;1-2 Miles
14878;;Marcus;;Murphy;FALSE;03/03/1966;M;M;marcus91@adventure-works.com;60000;0;0;Graduate Degree;Skilled Manual;0;0;642 Camby Rd.;;Olympia;WA;Washington;US;United States;98501;1;893-555-0161;23/10/2007;0-1 Miles
14879;;Andrea;;Richardson;FALSE;26/11/1966;S;F;andrea10@adventure-works.com;60000;0;0;Graduate Degree;Skilled Manual;1;0;1221 Foxhill Dr;;Berkeley;CA;California;US;United States;94704;4;854-555-0190;21/04/2006;1-2 Miles
14880;;Jessica;;Ross;FALSE;10/04/1953;M;F;jessica28@adventure-works.com;30000;1;0;Bachelors;Skilled Manual;1;1;9302 Veracruz;;Spring Valley;CA;California;US;United States;91977;4;398-555-0199;12/04/2006;1-2 Miles
14881;;Eric;;Griffin;FALSE;10/11/1953;M;M;eric28@adventure-works.com;30000;1;0;Bachelors;Skilled Manual;1;1;9127 Pinnacle Drive;;Bremerton;WA;Washington;US;United States;98312;1;921-555-0181;05/05/2006;5-10 Miles
14882;;Kathryn;E;Nara;FALSE;21/10/1953;M;F;kathryn15@adventure-works.com;30000;1;0;Bachelors;Skilled Manual;1;1;6899 Pembroke Dr.;;Berkeley;CA;California;US;United States;94704;4;202-555-0124;19/05/2006;2-5 Miles
14883;;Gabrielle;;Barnes;FALSE;23/03/1953;M;F;gabrielle25@adventure-works.com;30000;1;0;Bachelors;Skilled Manual;1;1;6441 Co Road;;Lemon Grove;CA;California;US;United States;91945;4;762-555-0152;03/05/2006;5-10 Miles
14884;;Kristi;M;Torres;FALSE;05/04/1953;M;F;kristi7@adventure-works.com;30000;1;0;Bachelors;Skilled Manual;1;1;6866 Big Canyon Rd.;;Chula Vista;CA;California;US;United States;91910;4;795-555-0199;30/05/2006;5-10 Miles
14885;;Judith;R;White;FALSE;08/02/1954;M;F;judith4@adventure-works.com;20000;3;0;Partial High School;Manual;0;2;960 Petarct;;Victoria;BC;British Columbia;CA;Canada;V8V;6;423-555-0145;06/04/2008;0-1 Miles
14886;;Sydney;M;Powell;FALSE;08/06/1954;S;F;sydney31@adventure-works.com;20000;3;0;Partial High School;Manual;1;2;5385 Sony Hill Circle;;Victoria;BC;British Columbia;CA;Canada;V8V;6;122-555-0119;26/09/2007;1-2 Miles
14887;;Lauren;A;Wilson;FALSE;03/03/1954;M;F;lauren25@adventure-works.com;30000;1;0;High School;Clerical;1;1;9387 Oak Brook Place;;Sedro Woolley;WA;Washington;US;United States;98284;1;937-555-0124;09/10/2007;5-10 Miles
14888;;Jasmine;A;Russell;FALSE;19/11/1954;M;F;jasmine59@adventure-works.com;30000;1;0;High School;Clerical;1;1;6146 Schenone Court;;Yakima;WA;Washington;US;United States;98901;1;140-555-0118;24/05/2006;1-2 Miles
14889;;Drew;W;Kumar;FALSE;09/10/1954;M;M;drew8@adventure-works.com;30000;1;0;High School;Clerical;1;1;8852 Lacorso Dr.;;Burlingame;CA;California;US;United States;94010;4;776-555-0195;09/04/2008;5-10 Miles
14890;;Wyatt;;Adams;FALSE;26/07/1954;M;M;wyatt35@adventure-works.com;30000;1;0;High School;Clerical;1;1;989 Crown Ct;;Downey;CA;California;US;United States;90241;4;989-555-0116;16/12/2007;10+ Miles
14891;;Kyle;E;Hayes;FALSE;10/05/1954;M;M;kyle18@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;4376 Golf Club Road;;Redwood City;CA;California;US;United States;94063;4;107-555-0173;16/05/2006;0-1 Miles
14892;;Savannah;J;Sanders;FALSE;05/02/1955;M;F;savannah2@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;3829 Cardinal Drive;;Palo Alto;CA;California;US;United States;94303;4;926-555-0114;16/05/2006;1-2 Miles
14893;;Gabrielle;;Diaz;FALSE;08/02/1955;M;F;gabrielle44@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;5816 Camacho;;Cliffside;BC;British Columbia;CA;Canada;V8Y 1L1;6;914-555-0114;06/04/2008;1-2 Miles
14894;;James;A;Baker;FALSE;19/11/1955;M;M;james65@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;3442 Rolando Ave.;;Lake Oswego;OR;Oregon;US;United States;97034;1;436-555-0114;31/05/2006;1-2 Miles
14895;;Connor;;Hernandez;FALSE;07/10/1955;M;M;connor45@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;9340 Long Brook Way;;Torrance;CA;California;US;United States;90505;4;141-555-0193;03/05/2006;1-2 Miles
14896;;Alexia;D;Flores;FALSE;11/05/1955;M;F;alexia10@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;4683 Joseph Ave;;Lemon Grove;CA;California;US;United States;91945;4;632-555-0172;19/05/2006;0-1 Miles
14897;;Hunter;;Moore;FALSE;03/07/1956;M;M;hunter67@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;4429 Deermeadow Way;;Cliffside;BC;British Columbia;CA;Canada;V8Y 1L1;6;179-555-0116;12/09/2007;0-1 Miles
14898;;Katelyn;L;Edwards;FALSE;03/04/1956;M;F;katelyn23@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;2614 Sandiago Drive;;Lynnwood;WA;Washington;US;United States;98036;1;996-555-0190;04/06/2008;0-1 Miles
14899;;Rodney;S;Dominguez;FALSE;25/09/1956;M;M;rodney9@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;1716 Rosewood Dr;;Burlingame;CA;California;US;United States;94010;4;155-555-0146;15/12/2007;1-2 Miles
14900;;Rachel;J;Lewis;FALSE;24/10/1956;M;F;rachel24@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;7590 Bayview Circle;;Westminster;BC;British Columbia;CA;Canada;V3L 1H4;6;147-555-0139;14/04/2008;1-2 Miles
14901;;Katherine;;Richardson;FALSE;23/07/1956;M;F;katherine13@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;4351 Shenandoah Dr.;;National City;CA;California;US;United States;91950;4;273-555-0114;14/08/2007;0-1 Miles
14902;;Arianna;C;Diaz;FALSE;24/09/1956;M;F;arianna19@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;9982 Climbing Dr;;Bellflower;CA;California;US;United States;90706;4;142-555-0189;16/05/2006;1-2 Miles
14903;;Amanda;L;Morgan;FALSE;04/03/1956;M;F;amanda4@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;683 Larch Ct.;;San Gabriel;CA;California;US;United States;91776;4;740-555-0139;16/10/2007;1-2 Miles
14904;;Spencer;;Powell;FALSE;02/05/1956;M;M;spencer10@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;295 Halfmoon Court;;Shawnee;BC;British Columbia;CA;Canada;V8Z 4N5;6;781-555-0161;16/01/2008;1-2 Miles
14905;;Ricardo;;Shen;FALSE;02/04/1956;M;M;ricardo2@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;3763 Anderson Way;;Burien;WA;Washington;US;United States;98168;1;519-555-0133;22/03/2008;1-2 Miles
14906;;Robert;J;Washington;FALSE;16/11/1956;M;M;robert26@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;7276 Vista Diablo;;Haney;BC;British Columbia;CA;Canada;V2W 1W2;6;838-555-0173;26/02/2008;0-1 Miles
14907;;Sheena;L;Anand;FALSE;04/03/1956;M;F;sheena21@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;683 Larch Ct.;;Concord;CA;California;US;United States;94519;4;457-555-0186;02/03/2008;1-2 Miles
14908;;Morgan;A;Mitchell;FALSE;09/07/1956;M;F;morgan8@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;2627 Holiday Hills Drive;;Bremerton;WA;Washington;US;United States;98312;1;971-555-0198;23/10/2007;0-1 Miles
14909;;Benjamin;E;Bryant;FALSE;22/09/1956;M;M;benjamin19@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;717 Ridge Park Drive;;Corvallis;OR;Oregon;US;United States;97330;1;833-555-0113;28/08/2007;0-1 Miles
14910;;Caitlin;L;Murphy;FALSE;24/11/1957;M;F;caitlin12@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;2318 Pleasant Circle;;Royal Oak;BC;British Columbia;CA;Canada;V8X;6;377-555-0119;29/04/2008;0-1 Miles
14911;;Shelby;J;Watson;FALSE;19/02/1957;M;F;shelby0@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;2895 Churchill Dr;;Westminster;BC;British Columbia;CA;Canada;V3L 1E7;6;725-555-0142;21/04/2008;1-2 Miles
14912;;Emma;M;Taylor;FALSE;21/08/1957;M;F;emma8@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;5805 Virginia Lane;;San Gabriel;CA;California;US;United States;91776;4;967-555-0173;01/05/2006;1-2 Miles
14913;;Chloe;;Roberts;FALSE;18/10/1957;M;F;chloe10@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;9843 Wilke Drive;;Palo Alto;CA;California;US;United States;94303;4;474-555-0192;15/06/2006;1-2 Miles
14914;;Arianna;;Gray;FALSE;18/08/1957;M;F;arianna27@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;6065 Blue Cr;;Burlingame;CA;California;US;United States;94010;4;862-555-0181;23/06/2006;1-2 Miles
14915;;Katherine;;Howard;FALSE;11/10/1957;M;F;katherine15@adventure-works.com;40000;1;0;Partial College;Clerical;1;1;8796 Bayview Court;;Woodburn;OR;Oregon;US;United States;97071;1;137-555-0187;12/06/2006;1-2 Miles
14916;;Paige;C;Washington;FALSE;17/09/1958;S;F;paige12@adventure-works.com;80000;4;0;Graduate Degree;Skilled Manual;1;0;623 Lakespring Place;;Sedro Woolley;WA;Washington;US;United States;98284;1;756-555-0186;16/08/2007;0-1 Miles
14917;;Adrian;;Morgan;FALSE;22/01/1958;M;M;adrian14@adventure-works.com;80000;4;0;Graduate Degree;Skilled Manual;1;0;4246 Selena Court;;Puyallup;WA;Washington;US;United States;98371;1;473-555-0113;09/01/2008;0-1 Miles
14918;;Mariah;;Howard;FALSE;06/11/1958;S;F;mariah36@adventure-works.com;80000;4;0;Graduate Degree;Skilled Manual;1;0;5895 Orchid Ct;;Issaquah;WA;Washington;US;United States;98027;1;565-555-0115;05/02/2008;1-2 Miles
14919;;Erik;J;Torres;FALSE;26/10/1958;M;M;erik12@adventure-works.com;80000;4;0;Graduate Degree;Skilled Manual;1;0;9947 Buskirk Avenue;;Concord;CA;California;US;United States;94519;4;538-555-0130;01/11/2007;0-1 Miles
14920;;Jason;C;Hill;FALSE;24/05/1959;M;M;jason42@adventure-works.com;60000;4;0;Graduate Degree;Skilled Manual;1;0;2409 Harbor View Dr.;;Spring Valley;CA;California;US;United States;91977;4;172-555-0112;21/10/2007;0-1 Miles
14921;;Sara;C;Watson;FALSE;24/09/1959;S;F;sara9@adventure-works.com;60000;4;0;Graduate Degree;Skilled Manual;0;0;8679 Balboa Court;;San Gabriel;CA;California;US;United States;91776;4;514-555-0192;24/08/2007;0-1 Miles
14922;;Paige;R;Perry;FALSE;14/09/1959;S;F;paige8@adventure-works.com;60000;4;0;Graduate Degree;Skilled Manual;0;0;3359 Northwood Dr;;Tacoma;WA;Washington;US;United States;98403;1;636-555-0197;27/05/2008;0-1 Miles
14923;;Andy;;Blanco;FALSE;02/02/1968;S;M;andy20@adventure-works.com;20000;1;1;Partial College;Manual;0;0;1, rue de la Centenaire;;Lille;59;Nord;FR;France;59000;7;1 (11) 500 555-0117;29/04/2008;0-1 Miles
14924;;Cynthia;;Sai;FALSE;17/12/1968;M;F;cynthia10@adventure-works.com;20000;1;1;Partial College;Manual;1;1;3, rue du Puits Dixme;;Paris;75;Seine (Paris);FR;France;75017;7;1 (11) 500 555-0115;14/09/2007;2-5 Miles
14925;;Ashley;M;Hughes;FALSE;28/10/1968;M;F;ashley38@adventure-works.com;30000;1;0;Bachelors;Clerical;1;0;68, avenue de l? Union Centrale;;Dunkerque;59;Nord;FR;France;59140;7;1 (11) 500 555-0169;25/11/2006;0-1 Miles
14926;;Juan;R;Rogers;FALSE;21/03/1968;M;M;juan29@adventure-works.com;30000;1;0;Bachelors;Clerical;1;0;33, rue Henri Gagnon;;Saint-Denis;93;Seine Saint Denis;FR;France;93400;7;1 (11) 500 555-0181;27/11/2006;0-1 Miles
14927;;Chelsea;S;Martinez;FALSE;26/09/1968;M;F;chelsea19@adventure-works.com;30000;1;0;Bachelors;Clerical;1;0;Heideweg 5914;;Berlin;SL;Saarland;DE;Germany;12171;8;1 (11) 500 555-0116;18/05/2006;0-1 Miles
14928;;Roy;A;Patel;FALSE;21/03/1968;M;M;roy3@adventure-works.com;30000;1;0;Bachelors;Clerical;1;0;217 Ramsay Circle;;London;ENG;England;GB;United Kingdom;SW8 1XD;10;1 (11) 500 555-0139;30/01/2006;0-1 Miles
14929;;Peter;;Anand;FALSE;03/10/1968;M;M;peter27@adventure-works.com;30000;1;1;Bachelors;Clerical;1;0;7516 Laguna Street;;Woolston;ENG;England;GB;United Kingdom;WA1 4SY;10;1 (11) 500 555-0117;18/01/2006;2-5 Miles
14930;;Cindy;M;Sara;FALSE;01/07/1968;S;F;cindy10@adventure-works.com;30000;1;1;Bachelors;Clerical;0;0;47, impasse Ste-Madeleine;;Bobigny;93;Seine Saint Denis;FR;France;93000;7;1 (11) 500 555-0120;06/11/2006;0-1 Miles
14931;;Andres;S;Pal;FALSE;02/11/1968;M;M;andres9@adventure-works.com;40000;0;0;Graduate Degree;Clerical;1;0;363, rue Jean Mermoz;;Paris;75;Seine (Paris);FR;France;75019;7;1 (11) 500 555-0138;29/11/2006;0-1 Miles
14932;;Pedro;Y;Fernandez;FALSE;21/04/1967;M;M;pedro15@adventure-works.com;20000;1;1;Partial College;Manual;1;1;3783, rue Lamarck;;Paris;75;Seine (Paris);FR;France;75017;7;1 (11) 500 555-0156;13/02/2008;2-5 Miles
14933;;Ronald;;Patel;FALSE;18/01/1967;M;M;ronald5@adventure-works.com;20000;1;1;Partial College;Manual;1;1;Am Karlshof 820;;Grevenbroich;BY;Bayern;DE;Germany;41485;8;1 (11) 500 555-0139;29/07/2008;2-5 Miles
14934;;Jermaine;G;Sai;FALSE;24/03/1967;S;M;jermaine4@adventure-works.com;30000;1;1;Bachelors;Clerical;0;0;3949 Fillet Ave.;;London;ENG;England;GB;United Kingdom;E17 6JF;10;1 (11) 500 555-0113;13/05/2008;1-2 Miles
14935;;Rafael;R;Liang;FALSE;11/06/1967;S;M;rafael18@adventure-works.com;30000;1;1;Bachelors;Clerical;0;0;Hellweg 4924;;Ingolstadt;BY;Bayern;DE;Germany;85049;8;1 (11) 500 555-0115;11/09/2007;0-1 Miles
14936;;Bryan;;Sanchez;FALSE;20/02/1967;S;M;bryan18@adventure-works.com;30000;1;1;Bachelors;Clerical;0;1;906, boulevard Tremblay;;Tremblay-en-France;93;Seine Saint Denis;FR;France;93290;7;1 (11) 500 555-0180;16/02/2008;0-1 Miles
14937;;Brendan;L;Xu;FALSE;23/11/1966;S;M;brendan4@adventure-works.com;10000;4;4;Partial High School;Manual;1;1;1796 Hamlet;;York;ENG;England;GB;United Kingdom;Y03 4TN;10;1 (11) 500 555-0140;07/01/2006;0-1 Miles
14938;;Mallory;;Sanz;FALSE;16/06/1966;S;F;mallory6@adventure-works.com;20000;1;1;High School;Manual;0;1;715 Pheasant Circle;;London;ENG;England;GB;United Kingdom;EC1R 0DU;10;1 (11) 500 555-0116;09/09/2007;2-5 Miles
14939;;Cory;L;Kapoor;FALSE;18/04/1967;M;M;cory19@adventure-works.com;40000;0;0;Bachelors;Clerical;1;0;Am Gallberg 24;;Grevenbroich;BY;Bayern;DE;Germany;41485;8;1 (11) 500 555-0114;20/05/2006;0-1 Miles
14940;;Carmen;A;Rana;FALSE;23/02/1967;M;F;carmen14@adventure-works.com;40000;0;0;Bachelors;Clerical;0;0;Zur Lindung 764;;Paderborn;HH;Hamburg;DE;Germany;33041;8;1 (11) 500 555-0149;19/05/2006;0-1 Miles
14941;;Emma;J;Patterson;FALSE;27/07/1966;S;F;emma56@adventure-works.com;20000;2;2;High School;Manual;1;0;1536 Camino Verde Ct.;;Newcastle upon Tyne;ENG;England;GB;United Kingdom;NT20;10;1 (11) 500 555-0196;14/01/2006;0-1 Miles
14942;;Whitney;;Madan;FALSE;13/02/1966;S;F;whitney6@adventure-works.com;30000;1;1;Bachelors;Clerical;0;1;11, rue du Puits Dixme;;Courbevoie;92;Hauts de Seine;FR;France;92400;7;1 (11) 500 555-0157;03/01/2008;1-2 Miles
14943;;Lindsay;E;Pal;FALSE;12/08/1966;M;F;lindsay12@adventure-works.com;30000;1;1;Bachelors;Clerical;1;1;Alderstr 6246;;Stuttgart;SL;Saarland;DE;Germany;70452;8;1 (11) 500 555-0146;08/10/2007;2-5 Miles
14944;;Sebastian;;Watson;FALSE;10/08/1965;S;M;sebastian1@adventure-works.com;10000;5;3;Partial High School;Manual;1;2;801, rue des Bouchers;;Drancy;93;Seine Saint Denis;FR;France;93700;7;1 (11) 500 555-0183;31/12/2006;0-1 Miles
14945;;Samantha;R;Lewis;FALSE;08/12/1965;S;F;samantha22@adventure-works.com;10000;5;3;Partial High School;Manual;1;2;Heidestieg Stra?e 8664;;Darmstadt;HE;Hessen;DE;Germany;64283;8;1 (11) 500 555-0195;03/05/2006;0-1 Miles
14946;;Frederick;;Vance;FALSE;04/09/1965;S;M;frederick3@adventure-works.com;20000;2;2;High School;Manual;1;1;1155, rue Ste-Honor?;;Paris;75;Seine (Paris);FR;France;75017;7;1 (11) 500 555-0120;14/12/2006;0-1 Miles
14947;;Alejandro;;Chen;FALSE;11/01/1965;S;M;alejandro4@adventure-works.com;20000;2;2;High School;Manual;1;1;2837 Thissen Court;;Bury;ENG;England;GB;United Kingdom;PE17;10;1 (11) 500 555-0146;02/01/2006;0-1 Miles
14948;;Damien;;Lal;FALSE;11/04/1965;M;M;damien25@adventure-works.com;30000;1;1;Bachelors;Skilled Manual;1;2;288, chauss?e de Tournai;;Paris;75;Seine (Paris);FR;France;75010;7;1 (11) 500 555-0130;16/12/2006;0-1 Miles
14949;;Steve;;Wu;FALSE;14/04/1965;M;M;steve10@adventure-works.com;30000;1;1;Bachelors;Skilled Manual;1;2;5241 St. Andrews Way;;Cambridge;ENG;England;GB;United Kingdom;CB4 4BZ;10;1 (11) 500 555-0198;18/01/2006;0-1 Miles
14950;;Maria;;Hernandez;FALSE;27/08/1964;S;F;maria59@adventure-works.com;10000;3;2;Partial High School;Manual;1;2;644 North Ranchford;;Runcorn;ENG;England;GB;United Kingdom;TY31;10;1 (11) 500 555-0151;13/01/2006;0-1 Miles
14951;;Katie;A;Rai;FALSE;26/09/1964;M;F;katie20@adventure-works.com;30000;1;1;Bachelors;Skilled Manual;1;2;Hochstr 8444;;M?hlheim;HH;Hamburg;DE;Germany;63151;8;1 (11) 500 555-0131;25/05/2006;0-1 Miles
14952;;Holly;;Srini;FALSE;22/11/1964;M;F;holly9@adventure-works.com;30000;1;1;Bachelors;Skilled Manual;1;2;Haberstr 19;;Frankfurt am Main;SL;Saarland;DE;Germany;60061;8;1 (11) 500 555-0124;27/05/2006;0-1 Miles
14953;;Adrienne;;Gill;FALSE;14/06/1963;S;F;adrienne10@adventure-works.com;10000;3;2;Partial High School;Manual;1;2;7532 Erie Dr;;Esher-Molesey;ENG;England;GB;United Kingdom;EM15;10;1 (11) 500 555-0151;13/09/2007;0-1 Miles
14954;;Denise;W;Perez;FALSE;25/03/1963;S;F;denise22@adventure-works.com;10000;3;2;Partial High School;Manual;1;2;5, rue Malar;;Paris;75;Seine (Paris);FR;France;75007;7;1 (11) 500 555-0118;20/01/2008;0-1 Miles
14955;;Jorge;A;Xu;FALSE;03/03/1963;M;M;jorge14@adventure-works.com;20000;3;3;High School;Manual;0;1;3469 Gill Ct.;;Oxford;ENG;England;GB;United Kingdom;OX14 4SE;10;1 (11) 500 555-0159;09/01/2008;0-1 Miles
14956;;Krista;;Romero;FALSE;11/04/1963;S;F;krista10@adventure-works.com;20000;4;4;High School;Manual;1;0;Zeiter Weg 9922;;Hamburg;HH;Hamburg;DE;Germany;20354;8;1 (11) 500 555-0113;12/05/2006;0-1 Miles
14957;;Lacey;K;Shan;FALSE;01/06/1963;S;F;lacey0@adventure-works.com;20000;4;4;High School;Manual;1;1;421, rue L?o Delibes;;Paris;75;Seine (Paris);FR;France;75016;7;1 (11) 500 555-0184;03/12/2006;0-1 Miles
14958;;Clayton;E;Liang;FALSE;06/10/1966;M;M;clayton15@adventure-works.com;40000;0;0;Bachelors;Professional;1;0;7899 E St.;;Lancaster;ENG;England;GB;United Kingdom;LA1 1LN;10;1 (11) 500 555-0131;01/07/2008;0-1 Miles
14959;;Ross;;Patel;FALSE;15/01/1963;S;M;ross2@adventure-works.com;30000;2;2;Partial College;Clerical;1;0;1, rue de Courtaboeuf;;Lille;59;Nord;FR;France;59000;7;1 (11) 500 555-0158;13/03/2008;0-1 Miles
